Product name,Merchant category,Google category
Categories -> Home -> Home Cleaning & Maintenance -> Ironing -> All Ironing Products,,
Categories -> Home -> Home Cleaning & Maintenance -> Ironing -> Ironing Board Covers,,
Categories -> Home -> Home Cleaning & Maintenance -> Ironing -> Ironing Board,,
Categories -> Home -> Home Cleaning & Maintenance -> Ironing -> Clothes Dryer,,
Categories -> Home -> Home Cleaning & Maintenance -> All Home Cleaning & Maintenance Products,,
Categories -> Home -> Home Cleaning & Maintenance -> Toilet Paper,,
Categories -> Home -> Home Cleaning & Maintenance -> Tissue,,
Categories -> Home -> Toilets and Bathrooms -> Towels -> All Towel Products,,
Categories -> Home -> Toilets and Bathrooms -> Towels -> Beach Towels,,
Categories -> Home -> Toilets and Bathrooms -> Towels -> Interior Towels,,
Categories -> Home -> Toilets and Bathrooms -> Towels -> Bathroom Towels,,
Categories -> Home -> Toilets and bathrooms -> All toilet and bathroom products,,
Categories -> Home -> Toilets and Bathrooms -> Dispensers for toothpastes,,
Categories -> Home -> Toilets and Bathrooms -> Shower Heads,,
Categories -> Home -> Toilets and Bathrooms -> Bathroom Curtains,,
Categories -> Home -> Toilets and Bathrooms -> Toothbrush Stands,,
Categories -> Home -> Toilets and Bathrooms -> Soaps and Dispensers,,
Categories -> Home -> Toilets and bathrooms -> Toilet brushes,,
Categories -> Home -> Toilets and Bathrooms -> Shower Network Fixture,,
Categories -> Home -> Toilets and Bathrooms -> Toilet Paper Dispenser,,
Categories -> Home -> Toilets and Bathrooms -> Toilet and bathroom bins,,
Categories -> Home -> Toilets and Bathrooms -> Hair Dryer Rack,,
Categories -> Home -> Toilets and Bathrooms -> Towel Rack,,
Categories -> Home -> Kitchen -> Amount -> All Amount Products,,
Categories -> Home -> Kitchen -> Amount -> Bread Knives,,
Categories -> Home -> Kitchen -> Sum -> Knife Sharpener,,
Categories -> Home -> Kitchen -> Sum -> Knife Set,,
Categories -> Home -> Kitchen -> Amount -> Spoons,,
Categories -> Home -> Kitchen -> Amount -> Kitchen Knives,,
Categories -> Home -> Kitchen -> Amount -> Amount Set,,
Categories -> Home -> Kitchen -> Amount -> Chef's Knives,,
Categories -> Home -> Kitchen -> Food & Beverage -> All Food & Beverage Products,,
Categories -> Home -> Kitchen -> Utensils -> Hot drinks,,
Categories -> Home -> Kitchen -> Food & Drink Utensils -> Serving Bowls,,
Categories -> Home -> Kitchen -> Food & Drink Utensils -> Serving Plate,,
Categories -> Home -> Kitchen -> Food & Drink Utensils -> Bowls,,
Categories -> Home -> Kitchen -> Utensils -> Cold drinks,,
Categories -> Home -> Kitchen -> Storage and organization of the kitchen -> All storage and organization of the kitchen,,
Categories -> Home -> Kitchen -> Storage and organization of the kitchen -> Dryers and amount,,
Categories -> Home -> Kitchen -> Storage and organization of the kitchen -> Storage facilities for plates,,
Categories -> Home -> Kitchen -> Storage and organization of the kitchen -> Organization and storage of spices,,
Categories -> Home -> Kitchen -> Storage and organization of the kitchen -> Hanging systems of kitchen utensils,,
Categories -> Home -> Kitchen -> Storage and organization of the kitchen -> Drawer dividers for the amount,,
Categories -> Home -> Kitchen -> Storage and organization of the kitchen -> Paper towel racks,,
Categories -> Home -> Kitchen -> Disposable and consumable -> All disposable and consumable products,,
Categories -> Home -> Kitchen -> Disposable and consumable -> Disposable molds,,
Categories -> Home -> Kitchen -> Disposable and consumable -> Hard,,
Categories -> Home -> Kitchen -> Disposable and consumable -> Aluminum molds,,
Categories -> Home -> Kitchen -> Disposable and consumables -> Lunch bags,,
Categories -> Home -> Kitchen -> Disposable and consumable -> Baking paper,,
Categories -> Home -> Kitchen -> Disposable and consumables -> Paper towels,,
Categories -> Home -> Kitchen -> Disposable and consumable -> Nylon clings,,
Categories -> Home -> Kitchen -> Disposable and consumable -> Aluminum foil,,
Categories -> Home -> Kitchen -> Disposable and consumable -> Cufflinks,,
Categories -> Home -> Kitchen -> Equipment and tools for wine and bar -> All equipment and tools for wine and bar,,
Categories -> Home -> Kitchen -> Equipment and tools for wine and bar -> Corkscrews,,
Categories -> Home -> Kitchen -> Kitchen Accessories -> All Kitchen Accessories Products,,
Categories -> Home -> Kitchen -> Kitchen Accessories -> Six,,
Categories -> Home -> Kitchen -> Kitchen Accessories -> Kitchen Crushers,,
Categories -> Home -> Kitchen -> Kitchen Accessories -> Mandolins,,
Categories -> Home -> Kitchen -> Kitchen Accessories -> Manual Juicers,,
Categories -> Home -> Kitchen -> Kitchen Accessories -> Wine Bottle Opener,,
Categories -> Home -> Kitchen -> Kitchen Accessories -> Oil Sprayers,,
Categories -> Home -> Kitchen -> Kitchen Accessories -> Filters,,
Categories -> Home -> Kitchen -> Kitchen Accessories -> Thawing surfaces,,
Categories -> Home -> Kitchen -> Kitchen Accessories -> Garlic Crusher,,
Categories -> Home -> Kitchen -> Kitchen Accessories -> Grates,,
Categories -> Home -> Kitchen -> Kitchen Accessories -> Packaging Brackets,,
Categories -> Home -> Kitchen -> Kitchen Accessories -> Vegetable Choppers,,
Categories -> Home -> Kitchen -> Cooking and Baking -> All Cooking and Baking Products,,
Categories -> Home -> Kitchen -> Cooking and Baking -> Pans,,
Categories -> Home -> Kitchen -> Cooking and Baking -> Chopping boards,,
Categories -> Home -> Kitchen -> Cooking and Baking -> Pots,,
Categories -> Home -> Kitchen -> Cooking and Baking -> Grilling Plants,,
Categories -> Home -> Kitchen -> Cooking and Baking -> Pressure Pots,,
Categories -> Home -> Kitchen -> Cooking and Baking -> Soutzes,,
Categories -> Home -> Kitchen -> Cooking and Baking -> Pot Sets,,
Categories -> Home -> Kitchen -> Cooking and Baking -> Cookie Makers,,
Categories -> Home -> Kitchen -> Cooking and Baking -> Pizza and Pasta Tools,,
Categories -> Home -> Kitchen -> Cooking and Baking -> Baking Surfaces,,
Categories -> Home -> Kitchen -> Cooking and Baking -> Kitchen Weight,,
Categories -> Home -> Kitchen -> Cooking and Baking -> Microwave Pots,,
Categories -> Home -> Kitchen -> Textiles -> All textile products,,
Categories -> Home -> Kitchen -> Textiles -> Kitchen Gloves,,
Categories -> Home -> Kitchen -> Coffee and Tea -> All Coffee and Tea Products,,
Categories -> Home -> Kitchen -> Coffee & Tea -> Macintosh,,
Categories -> Home -> Kitchen -> Coffee and Tea -> Measuring Spoons,,
Categories -> Home -> Kitchen -> Coffee and Tea -> Capsule Stands,,
Categories -> Home -> Kitchen -> Food & Beverage Containers -> All Food & Beverage Container Products,,
Categories -> Home -> Kitchen -> Food and Beverage Containers -> Drinking Bottles for Kids,,
Categories -> Home -> Kitchen -> Food and Beverage Containers -> Food Storage Boxes,,
Categories -> Home -> Kitchen -> Food and Beverage Containers -> Drinking Bottles,,
Categories -> Home -> Kitchen -> Food and Beverage Containers -> Thermoses,,
Categories -> Home -> Kitchen -> Food and Beverage Containers -> Thermal Cups,,
Categories -> Home -> Kitchen -> Food and Beverage Containers -> Reusable Lunch Bags,,
Categories -> Home -> Kitchen -> All Kitchen Products,,
Categories -> Home -> Storage & Organization -> Trash Cans -> All Garbage Can Products,,
Categories -> Home -> Storage & Organization -> Trash Cans -> Kitchen Trash Cans,,
Categories -> Home -> Storage & Organization -> Trash Cans -> Toilet & Bath Trash Cans,,
Categories -> Home -> Storage & Organization -> All Storage & Organization Products,,
